Comuna,Año,Población,Casos confirmados,Porcentaje promedio de cobertura de casos sospechosos,Total de casos positivos según el test PCR,Vacunados 1ra dosis,Vacunados 2da dosis,Vacunados dosis de refuerzo,Vacunados 4ta dosis,Vacunados unica dosis,Fallecidos por covid-19,Total fallecidos,Cant de transacciones BIP en 2020,% Vacunados 1ra dosis,% Vacunados 2da dosis,% Vacunados 4ta dosis,% Vacunados dosis de refuerzo,% Fallecidos COVID,% Casos confirmados
Quilicura,2023,206029,106728.0,,,56.0,43.0,140.0,511.0,0.0,,1470.0,,0.027180639618694456,0.020870848278640386,0.24802333652058692,0.06795159904673613,,51.80241616471467
Quinta Normal,2020,117982,369221.0,90.46315789473684,70.1,126.0,0.0,0.0,0.0,0.0,273.0,3539.0,1642372.0,0.1067959519248699,0.0,0.0,0.0,0.23139122917055144,312.9468902035904
Quinta Normal,2021,120825,1444693.0,86.11153846153846,420.7,106449.0,100733.0,67189.0,0.0,2180.0,234.0,15153.0,,88.1018001241465,83.37099110283468,0.0,55.60852472584317,0.19366852886405958,1195.6904614111318
Quinta Normal,2022,123667,3033425.0,91.95384615384614,513.5,5270.0,8015.0,28988.0,70910.0,0.0,98.0,25533.0,,4.261444039234396,6.481114606160092,57.339468087687095,23.440368085261227,0.07924506942029806,2452.8977010843637
Quinta Normal,2023,126509,72699.0,,,44.0,31.0,106.0,252.0,0.0,,1592.0,,0.03478013421969978,0.024504185472970303,0.19919531416737146,0.08378850516564039,,57.465476764498966
Recoleta,2020,155280,525567.0,88.48421052631579,88.4,270.0,0.0,0.0,0.0,0.0,487.0,6273.0,4026616.0,0.17387944358578053,0.0,0.0,0.0,0.3136269963936116,338.46406491499226
Recoleta,2021,155114,1722161.0,86.11346153846154,413.4,136492.0,130180.0,90631.0,0.0,6045.0,285.0,23473.0,,87.99463620305066,83.92537101744524,0.0,58.428639581211236,0.18373583300024499,1110.2550382299469
Recoleta,2022,154948,3351819.0,91.45128205128204,491.3,5658.0,8494.0,36933.0,96145.0,0.0,111.0,34335.0,,3.651547615974391,5.481839068590753,62.049848981593826,23.835738441283528,0.07163693626248807,2163.189586183752
Recoleta,2023,154781,80509.0,,,54.0,33.0,110.0,286.0,0.0,,2072.0,,0.0348880030494699,0.02132044630800938,0.1847772013360813,0.07106815436003126,,52.01478217610689
Renca,2020,144615,528210.0,92.26315789473684,99.2,0.0,0.0,0.0,0.0,0.0,305.0,4844.0,1218677.0,0.0,0.0,0.0,0.0,0.21090481623621338,365.2525671610829
Renca,2021,144366,2139472.0,87.85384615384615,517.1,117247.0,110620.0,70735.0,0.0,3604.0,286.0,20163.0,,81.21510604990094,76.62469002396686,0.0,48.99699375199147,0.1981075876591441,1481.9777509940013
Renca,2022,144118,3827499.0,91.28717948717949,456.0,6764.0,9874.0,38632.0,76710.0,0.0,80.0,33226.0,,4.693376261119361,6.8513301600077705,53.22721658640835,26.805811904134114,0.05551006813860864,2655.8091286307053
Renca,2023,143870,88517.0,,,36.0,28.0,70.0,256.0,0.0,,1960.0,,0.02502258983804824,0.019462014318481963,0.1779384166261208,0.04865503579620491,,61.525682908181004
San Joaquín,2020,94521,308815.0,91.27894736842104,73.9,0.0,0.0,0.0,0.0,0.0,229.0,3231.0,927591.0,0.0,0.0,0.0,0.0,0.24227420361612764,326.7157562869627
San Joaquín,2021,94791,1182573.0,90.1156862745098,409.0,92639.0,87889.0,59915.0,0.0,2955.0,212.0,14283.0,,97.72974227511051,92.71871802175312,0.0,63.207477503138485,0.22364992457089808,1247.5583124980221
San Joaquín,2022,95061,2342593.0,92.73589743589744,559.4,3656.0,5912.0,25216.0,62094.0,0.0,61.0,22025.0,,3.845951546901463,6.219164536455539,65.3201628428062,26.52612533005123,0.06416932285585045,2464.3050251943487
San Joaquín,2023,95332,55871.0,,,35.0,15.0,79.0,184.0,0.0,,1302.0,,0.03671380019300969,0.015734485797004153,0.19300969244325095,0.08286829186422189,,58.606763730961276
San Miguel,2020,125143,325899.0,88.33157894736841,86.3,230.0,0.0,0.0,0.0,0.0,301.0,3142.0,2223503.0,0.1837897445322551,0.0,0.0,0.0,0.24052483958351645,260.42127805790176
San Miguel,2021,131565,1381667.0,89.07307692307693,395.5,111164.0,106452.0,80054.0,0.0,3370.0,277.0,16134.0,,84.49359632121005,80.91209668224832,0.0,60.847489833922396,0.2105423174856535,1050.1782388933227
San Miguel,2022,137986,3442813.0,89.92564102564103,649.5,4453.0,7171.0,25142.0,83640.0,0.0,108.0,27763.0,,3.227138985114432,5.196904033742554,60.614844984273766,18.22068905541142,0.07826880987926312,2495.045149507921
San Miguel,2023,144408,87708.0,,,36.0,28.0,103.0,268.0,0.0,,1746.0,,0.02492936679408343,0.019389507506509335,0.1855852861337322,0.07132568832751648,,60.7362472993186
San Ramón,2020,79325,275643.0,92.7,117.8,101.0,0.0,0.0,0.0,0.0,324.0,3391.0,1037693.0,0.1273242987708793,0.0,0.0,0.0,0.4084462653640088,347.4856602584305
San Ramón,2021,78494,974815.0,89.62941176470589,522.9,74281.0,69993.0,46650.0,0.0,2971.0,259.0,14615.0,,94.63271078044183,89.16987285652407,0.0,59.431294111651845,0.3299615257217112,1241.8974698703084
San Ramón,2022,77663,1753755.0,93.38717948717948,606.1,4750.0,6675.0,22516.0,49739.0,0.0,60.0,22214.0,,6.1161685744820575,8.594826365193207,64.04465446866591,28.99192665748168,0.07725686620398388,2258.1602564927957
San Ramón,2023,76833,40635.0,,,24.0,17.0,48.0,134.0,0.0,,1294.0,,0.031236578032876498,0.022125909439954187,0.17440422735022712,0.062473156065752995,,52.887431181914025
Vitacura,2020,84385,101765.0,83.89473684210526,48.3,337.0,0.0,0.0,0.0,0.0,102.0,1195.0,1018826.0,0.39936007584286304,0.0,0.0,0.0,0.12087456301475381,120.59607750192569
